,loading,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
21186,117.02,9,18.302,10.44,18.161,16.969,13.239,19.5576,11.782,17.496,18.361,13.873,14.665,16.224,13.456,18.296,730.782,0
21187,147.39,6,18.146,11.713,17.865,17.742,13.172,19.363,11.339,15.013,18.701,12.487,13.885,15.985,14.354,16.412799999999997,804.5432000000001,0
21188,127.66,5,18.54,11.877,17.854,16.47,12.162,19.149,12.684,17.853,19.98,12.027800000000001,16.527,16.899,14.789,17.832,697.087,1
21189,151.31,7,17.641,10.499,17.661,17.459,10.212,18.188,11.6672,18.214,19.0706,14.43,15.728,13.723,14.66,16.004,605.582,0
21190,143.74,4,18.258,11.284,16.908,15.989,11.41,18.966,12.448,14.677,19.244,11.583,17.336,13.226,16.043,19.102,538.425,0
21191,90.65,12,18.54,10.82,17.263,16.981,10.839,18.393,11.123,19.059,19.057,12.7,15.065,16.486,13.153,16.772199999999998,599.421,0
21192,136.42,6,19.53,10.97,17.29,16.478,11.414,17.214,10.491,14.14,19.6,12.6588,14.944,16.0438,12.79,17.171,538.368,0
21193,156.88,4,18.74,11.019,18.746,18.2922,13.591,17.891,12.466,15.29,17.889,11.825,15.78,14.308,14.646,17.832,870.5637999999999,0
21194,131.01,11,19.414,12.43,16.208,17.713,12.063,17.835,12.352,14.533,20.44,9.872,15.658,14.265,15.971,16.018,649.849,0
21195,195.85,2,16.0,12.523,16.896,16.609,10.5,18.14,10.914,13.155,19.736,11.504,12.676,14.134,16.766,15.585,448.534,0
21196,106.8,11,17.381,12.932,16.841,17.348,12.6,19.474,12.156,16.948,18.751,12.686,16.399,14.133,14.269,17.004,725.991,0
21197,87.18,9,17.479599999999998,11.391,17.173,18.646,11.618,21.448,11.826,18.091,18.773,10.738,14.331,17.264,16.253,15.556,970.503,0
21198,97.6,9,17.173,11.305,17.735,19.711,13.535,19.023,12.864,20.082,18.335,13.41,16.1212,15.182,15.046,17.3616,1018.288,0
21199,135.38,6,17.246,11.708,16.391,17.204,10.307,19.349999999999998,11.273,12.965,20.922,11.201,14.983,13.957,16.001,15.855,612.0926000000001,0
21200,185.53,11,19.78,11.374,17.007,17.031,11.377,18.942,14.282,16.813,16.786,9.8,16.158,16.415,15.796,16.222,676.586,1
21201,144.51,4,17.045,11.689,16.78,17.119,14.159,18.714,13.376,16.868,16.606,9.912,14.716,16.743,17.02,17.47,723.709,0
21202,172.68,5,17.143,10.011,17.156,18.974,11.422,20.901,12.256,15.833,18.395,12.392,16.718,18.921,13.234,18.944,915.753,0
21203,103.86,8,17.811,12.582,17.618,18.094,12.279,18.207,11.863,16.819,18.661,12.246,13.752,17.123,14.918,17.513,768.388,1
21204,144.8,10,18.642,11.196,16.057,16.852,11.978,20.592,11.623,18.237,19.121,13.394,15.643,17.488,15.289,14.645,693.929,1
21205,112.41,8,16.42,12.199,16.07,17.509,12.502,18.707,11.541,17.615,20.753,14.04,16.139,16.002,13.559,17.66,618.802,0
21206,233.95,17,16.883,10.654,17.368,18.01,9.991,19.409,11.162,19.79,20.73,11.844999999999999,15.912,15.074,14.034,16.864,678.644,0
21207,95.99,9,15.913,11.578,17.277,17.52,11.368,18.645,10.635,16.049,21.04,10.215,15.683,15.987,17.076,15.171,655.6146,0
21208,79.96,10,18.332,10.291,17.76,16.605,10.351,18.089,11.193,18.477,19.4964,9.209,15.126,15.076,13.358,15.728800000000001,550.897,0
21209,228.15,6,18.493,11.258,18.797,17.602,10.936,18.726,9.619,17.508,20.076,10.353,16.375,15.271600000000001,15.666,15.334,778.101,1
21210,84.99,5,17.11,12.133,16.898,17.838,14.176,19.02,9.675,19.299,19.591,12.341,17.29,18.017,15.365,12.892,818.508,0
21211,105.7,12,17.024,10.753,16.815,17.183,13.669,20.728,11.013,15.423,21.029,12.944,14.91,15.23,17.039,14.301,823.372,0
21212,188.5,4,17.703,13.209,16.749,15.658,11.674,19.347,12.855,14.469,17.82,10.042,13.36,15.357,13.962,16.949,517.677,0
21213,93.57,5,17.55,13.581,16.577,16.807,11.419,18.084,10.549,12.38,18.752,11.626,16.032,13.852,16.054,15.533,525.495,1
21214,104.67,6,16.11,10.904,16.318,17.268,11.928,20.754,11.784,16.404,18.449,10.937,17.852,17.217,15.859,17.301,703.1936000000001,0
21215,88.45,9,18.224,12.739,17.176,16.915,11.811,19.857,12.601,14.86,17.55,10.785,16.75,16.69,17.133,13.892,711.579,0
21216,127.31,8,18.503,12.002,17.606,16.919,13.055,18.858,13.823,14.309,19.174,10.396,15.902,15.105,15.656,16.401,748.262,0
21217,66.27,11,17.447,11.636,16.843,17.531,11.862,20.237,11.309,19.147,18.094,10.9882,14.172,16.384,14.505,16.975,753.14,0
21218,208.57,8,18.955,13.087,17.527,16.745,11.652,18.263,11.14,16.138,17.612,12.112,14.874,16.19,15.095,17.606,636.725,1
21219,100.09,10,17.987,12.541,15.84,17.739,12.156,18.295,10.9,16.149,20.531,12.175,16.211,13.821,14.838,18.554,624.888,0
21220,95.97,5,17.129,13.035,18.423,17.4878,12.093,18.03,11.773,14.284,18.391,9.874,15.977,15.648,13.97,16.126400000000004,722.781,0
21221,162.33,6,17.521,12.333,16.367,17.057,9.271,19.926,12.009,15.028,18.377,12.143,14.259,13.6,15.369799999999998,16.57,536.909,1
21222,111.03,8,17.288,12.957,16.953,18.601,10.81,18.216,13.988,17.1252,21.5,10.596,14.833,18.031,17.688,15.257,689.243,0
21223,175.93,9,17.755,10.45,16.287,18.492,13.352,19.265,9.307,16.06,18.213,12.075,15.825,16.138,14.821,17.246,831.063,0
21224,94.4,2,16.502,11.333,18.302,17.278,11.158,18.072,12.16,19.512,18.563,12.369,15.738,18.406,15.719,12.468,640.279,0
21225,146.29,14,16.955,13.853,16.15,18.039,11.936,19.06,9.612,20.372,19.107,12.737,14.927,18.719,15.97,12.154,681.425,1
21226,93.14,13,17.573,11.176,19.248,18.075,12.551,19.035,9.943,15.443,17.615,10.843,15.654,15.54,14.882,15.956,924.368,0
21227,106.56,7,18.047,11.82,17.978,18.372,11.955,18.746,10.137,18.135,19.908,11.219,15.405,15.831999999999999,15.5982,15.548,718.2606,0
21228,125.88,16,17.625,10.134,16.897,17.633,11.043,18.800800000000002,12.805,18.255,20.823,10.659,17.877,16.2076,14.744,15.155,537.426,1
21229,159.94,10,17.91,11.103,17.477,15.989,11.661,19.388,8.479,13.939,18.627,12.003,15.298,19.076,14.972,16.82,537.094,0
21230,152.4,6,17.649,11.907,17.722,18.175,12.83,18.924,11.845,17.015,20.15,10.95,15.244,14.51,14.409,14.882,802.18,1
21231,183.33,8,18.6016,11.432,16.329,18.733,10.783,19.253,11.567,15.455,19.579,12.605,14.8964,15.377,15.0048,16.764,665.8306,0
21232,72.63,8,16.474,11.266,17.425,16.579,14.591,18.855,10.872,17.712,22.102,12.503,16.65,17.039,14.59,19.504,598.491,0
21233,71.75,6,17.224,11.742,16.56,17.526,13.404,19.8,11.303799999999999,14.838,18.815,11.601,16.111,17.19,14.018,16.496,742.1933999999999,0
21234,69.75,7,19.402,11.407,16.784,16.945,12.186000000000002,19.05,11.198,15.3,20.394,12.676,15.311,11.609,15.48,17.909,613.487,0
21235,82.54,10,18.903,11.572,17.567,18.195,11.209,18.467,11.563,16.79,21.322,14.528,16.203,13.498,16.999,14.224,735.996,0
21236,125.09,5,18.643,12.142,16.387,19.279,11.049,17.658,10.424,15.529,18.084,9.503,14.544,18.009,14.037,15.369,703.9418,0
21237,134.64,4,17.921,11.407,16.942,18.245,12.331,20.491,12.108,13.675,21.541,11.614,15.463,16.964,15.033,14.193,846.262,0
21238,139.41,3,18.202,10.904,17.836,17.154,12.326,20.09,11.412,14.985,19.461,9.591,14.602,12.723,14.791599999999999,17.757,749.849,0
21239,137.74,4,18.044,10.956,17.24,17.169,12.03,19.277,11.721,14.232,18.83,11.325,15.455,16.289,14.571,15.948,661.281,0
21240,177.16,9,17.923,12.367,17.174,16.832,12.582,19.988,11.406,16.8272,20.08,11.5976,17.41,16.615,15.557,15.508199999999999,758.465,1
21241,140.04,5,19.258,12.204,17.428,16.258,13.209,18.3322,10.882,15.285,17.578,13.902,15.304,16.63,15.861,15.332,590.495,0
21242,173.94,4,17.678,12.159,17.037,18.651,11.615,17.893,12.188,19.23,18.36,13.373,14.606799999999998,16.801,15.319,12.085,740.442,0
21243,125.08,6,19.195,10.96,16.406,19.029,10.933,17.681,10.818,15.689,17.289,12.227,16.6598,18.056,18.273,14.292,614.373,0
21244,67.18,0,17.595,12.288,17.478,17.317,10.241,19.062,11.163,14.909,20.298,12.867,16.735,15.874,15.979,18.253,738.824,0
21245,84.21,2,18.331,11.1714,17.886,16.481,11.718,19.657,10.141,15.89,18.499,10.831,15.486,18.223,14.043,14.087,620.294,0
21246,110.24,3,18.576,11.317,16.777,16.35,12.632,19.354,10.901,14.448,18.404,12.234,14.205,16.64,15.377,14.856,577.956,0
21247,114.53,4,17.128,9.732,17.086,18.045,12.244,19.751,12.173,17.73,19.789,10.263,16.878,15.966,15.153,16.467,750.4158,0
21248,160.92,7,19.316,11.892,16.704,16.589,13.267,20.373,10.443,14.23,20.885,11.289,14.903,16.156,17.997,14.483,718.7054,0
21249,75.72,5,18.08,12.923,18.02,18.14,12.59,20.169,11.44,15.188,19.519,13.07,15.217,14.834,13.972,16.444,963.184,1
21250,124.01,9,18.697,12.671,15.671,16.466,10.783,20.391,13.929,16.425,16.457,11.887,17.398,17.487,14.735,14.367,789.172,0
21251,155.56,5,15.961,11.591,16.974,17.532,12.311,19.739,11.81,20.142,18.435,12.613,15.301,14.775,15.17,16.16,743.316,0
21252,131.11,6,20.04,9.699,17.307,17.128,13.988,17.928,12.492,15.172,19.843,9.701,15.875,16.77,16.043,14.274,505.205,0
21253,97.82,1,16.406,11.981,16.658,18.392,12.433,19.722,12.787,16.724,19.325,11.158,15.366,12.291,16.024,17.6488,830.305,1
21254,122.82,10,17.276,10.223,15.277,17.447,11.93,19.426,10.612,14.321,17.585,11.827,16.972,16.71,14.408,16.104,636.6162,0
21255,137.45,6,19.686,9.888,16.302,17.343,11.037,19.366,11.219,16.858,20.049,10.799,14.854,14.916,14.295,16.7714,545.94,0
21256,134.37,6,18.628,11.524,15.44,17.177,12.203,19.299,9.332,17.394,19.451,11.147,15.556,14.131,14.7,16.786,529.328,0
21257,104.89,4,17.301,11.387,16.977,16.498,11.72,19.959,12.109,17.387,19.497,11.887,14.306,14.353,14.279,15.808,675.572,0
21258,100.27,3,18.226,13.482,16.232,17.633,10.669,19.446,12.242,17.45,19.1984,12.059,14.502,12.758,14.645,17.487,760.126,0
21259,165.2,5,18.265,10.473,16.953,18.303,12.54,19.35,10.948,15.592,19.896,9.985,16.74,12.452,12.835,15.58,690.967,0
21260,116.82,7,18.235,11.79,16.553,18.611,10.778,17.674,10.291,17.668,20.204,10.712,15.752,15.431,15.692,17.724,681.3212000000001,0
21261,207.72,2,16.438,13.433,16.55,17.317,11.897,18.8304,12.073,14.983,18.681,11.945,14.184,15.633000000000001,15.177,14.186,808.753,1
21262,100.5,4,18.05,9.942,18.087,17.397,11.781,17.471,10.514,15.933,19.189,11.494,15.329,15.799,17.002,14.434,519.423,1
21263,107.26,12,19.658,12.865,18.45,18.289,11.34,19.154200000000003,10.671,17.685,20.173,10.906,17.341,16.592,14.772,19.276,919.35,0
21264,160.37,2,17.328,9.801,17.018,17.298,9.529,19.836,11.637,15.913,20.588,11.787,14.34,15.124,15.044,16.606,628.279,0
21265,128.92,4,16.61,9.862,17.083,19.039,11.815,20.579,10.576,14.028,16.175,12.091,14.967,17.561,16.711,14.775,785.9872,1
21266,107.06,6,19.34,11.573,17.988,17.779,11.764,18.421,11.418,13.648,18.106,12.286,13.132,17.434,15.652,14.51,701.6376,0
21267,112.95,3,17.168,13.015,15.355,17.272,11.222,17.756,12.752,16.16,18.748,11.661,15.995,14.021,16.668,15.323,573.749,0
21268,112.36,3,18.372,12.636,18.27,17.46,11.592,19.444,12.683,15.018,20.251,12.926,16.459,15.122,15.802,17.087,882.265,0
21269,196.81,3,18.53,12.971,14.547,17.326,13.743,18.248,11.784,16.364800000000002,18.365,10.404,14.4786,15.835,14.766,15.206,654.3158,0
21270,109.76,5,16.845,11.181,16.972,16.809,10.197,20.392,12.206,14.381,18.671,11.777,15.41,15.945,13.61,17.902,686.3578,0
21271,144.8,0,17.722,12.86,17.537,17.065,13.306,18.144,10.268,12.239,24.099,9.822,16.435,17.158,15.872,16.298,673.231,0
21272,101.28,1,17.13,11.471,17.087,17.953,12.75,20.039,11.561,14.342,20.596,10.485,16.133,15.557,15.1906,15.097,793.829,0
21273,172.34,5,20.205,11.287,17.162,17.372,13.422,19.497,12.566,18.542,18.484,11.576,14.189,14.652,15.706,16.791,722.884,0
21274,87.69,8,16.626,12.444,18.638,16.324,11.74,19.706,11.199,16.42,17.243,13.375,13.94,16.688,15.119,13.183,797.541,0
21275,173.45,11,17.353,11.657,17.409,18.3,12.888,19.997,12.72,16.64,20.308,11.066,14.579,15.248,16.288,15.255,873.395,0
21276,134.65,5,16.711,12.171,17.525,17.74,11.957,19.614,12.156799999999999,15.972399999999999,19.581,10.895,15.918,13.333,13.791,16.494,832.229,1
21277,97.75,4,17.966,12.211,16.572,17.987,11.75,19.345,11.813,15.561,19.703,13.36,15.259,14.578,15.359,14.954,758.977,0
21278,151.33200000000002,11,18.217,12.399,16.093,17.496,10.616,18.13,9.977,17.836,19.768,12.915,15.53,13.979,15.297,14.453,576.256,0
21279,163.51,3,18.996,11.117,16.401,16.288,12.045,20.077,11.205,15.744400000000002,17.298,10.328,15.176,12.873,15.073,16.541,594.7,0
21280,100.42,6,19.556,10.447,17.098,17.876,11.354,21.053,12.13,17.12,20.522,11.134,16.2246,12.594,14.8904,14.865,814.443,0
21281,127.58,1,17.235,11.352,16.634,17.283,10.476,18.812,13.245,17.549,18.083,11.107,16.191,15.365,14.606,15.117,668.4098,0
21282,129.89,6,18.184,10.657,19.03,19.398,11.649,20.718,11.578,13.304,22.7,10.595,14.568,14.868,14.665,16.1146,1037.066,0
21283,90.54,11,17.803,10.828,17.396,15.67,12.4904,17.025,9.32,18.054,21.418,11.836,16.192,16.104,14.805,18.496,335.577,0
21284,134.17,14,18.447,11.259,17.469,19.596,12.17,19.499,9.665,17.387,19.473,10.125,15.8,14.565,15.162,16.426,856.244,0
21285,120.85,7,17.123,11.593,17.057,17.454,12.397,19.572,11.657,15.448,20.592,14.601,14.555,15.654,16.798,14.576,728.669,0
21286,142.35,3,16.754,11.609,16.588,16.508,12.027,20.255,10.823,15.29,21.047,14.152,13.611,15.093,13.803,17.576,657.617,0
21287,66.64,8,17.462,11.932,15.969,18.3,9.319,21.018,11.507,16.075,18.191,10.918,14.226,17.379,14.8964,16.198,844.184,1
21288,110.06,4,17.981,12.771,18.167,19.304,9.77,19.425,10.574,15.221,17.554,10.745,16.156,16.037,14.534,15.382,744.8494000000001,0
21289,150.93,2,18.174,12.826,17.572,16.582,10.277,19.598,11.363,14.28,20.185,14.38,13.415,16.373600000000003,14.796,17.002,764.386,0
21290,131.84,6,17.446,11.221,17.108,16.355,11.2278,18.727,11.9632,13.98,21.158,10.81,16.212,14.342,15.367799999999999,17.051,576.174,0
21291,113.5,10,17.839,12.205,16.176,19.256,14.202,20.836,11.769,14.944,16.586,11.342,14.919,14.601,14.226,14.582,939.229,1
21292,155.34,6,17.075,11.607,16.123,16.979,10.889,18.532,12.232,16.119600000000002,22.281,14.461,15.799,14.078,15.116,17.223,565.988,1
21293,167.14,9,17.683,13.023,17.786,17.348,11.76,19.4852,11.477,14.595,19.011400000000002,14.324,15.385,14.46,16.395,18.299,827.553,1
21294,103.7,6,15.734,12.55,18.06,17.725,10.446,18.152,12.5,15.768,20.686,11.599,15.937,14.486,16.397,15.481,784.924,0
21295,124.8,3,17.993,10.298,15.802,17.236,10.655,18.424,9.897,17.649,18.9546,11.419,15.757,15.495,13.852,17.352,434.296,1
21296,113.34,3,16.279,11.327,17.775,16.668,12.235,17.09,10.754,17.954,20.984,13.951,15.186,15.365800000000002,14.709,15.411,500.375,0
21297,64.83,3,16.681,13.105,17.208,15.874,11.124,20.178,12.159,19.828,19.0586,12.2822,14.923,16.677,14.792,15.132,759.626,0
21298,112.98,4,16.71,13.352,17.686,19.193,11.473,19.244,11.332,13.749,19.011,11.967,15.972,16.61,15.254,15.901,976.439,0
21299,182.66,9,18.364,11.837,17.498,16.749,10.524,17.453,10.493,15.955,18.295,13.512,16.465,16.606,14.146,15.947,540.238,1
21300,115.54,4,17.816,11.454,17.164,18.876,10.326,18.8,11.271,15.83,21.057,15.026,15.091,12.218,14.476,16.228,686.2244,0
21301,116.65,3,15.077,12.926,15.618,18.369,12.702,18.514,11.616,17.792,18.108999999999998,9.776,14.381,15.195,13.416,15.419,716.4816,0
21302,137.28,8,15.766,13.928,17.188,18.498,10.992,20.28,10.861,12.205,17.953,11.783,15.793,17.054,15.249,16.267,990.318,0
21303,181.59,4,16.665,12.197,18.594,17.463,12.234,18.881,11.579,14.74,17.102,11.148,14.573,18.145,15.373,14.502,780.782,1
21304,143.84,4,19.465,12.015,15.662,18.652,12.429,17.308,11.331,15.978,18.093,11.873,16.91,18.169,14.365,15.935,580.009,1
21305,115.91,5,16.735,12.372,18.925,17.199,11.954,21.306,9.72,15.484,16.401,9.833,16.713,16.406,16.811,17.433600000000002,967.205,0
21306,112.52,8,16.676,11.579,16.211,18.062,11.673,17.761,11.96,17.267,17.222,12.077,14.34,18.135,13.392,16.257,591.329,0
21307,122.62,5,18.001,11.021,17.986,18.229,11.251,18.354,10.865,15.474,17.026,10.191,16.07,16.683,17.489,13.744,739.897,0
21308,111.6,5,17.979,13.663,17.607,17.802,11.419,18.96,12.447,14.351,19.286,12.576,14.616,15.234,13.711,17.392,884.471,0
21309,132.19,5,17.447,11.535,16.909,17.791,11.514,17.9,11.976,15.227,20.285,10.554,15.177,16.364,16.356,14.844,625.363,0
21310,103.65,4,18.522,12.311,16.758,18.852,11.536,18.84,11.61,17.998,19.904,10.069,15.662,15.395,14.977,15.23,803.27,0
21311,187.52,1,17.909,12.476,16.482,17.776,12.095,19.23,12.467,17.029,18.189,10.059,17.146,16.265,17.44,12.869,757.511,0
21312,131.85,8,16.762,10.235,19.238,19.231,11.416,18.549,11.912,13.627,19.328,11.709,16.413,16.924,14.824,18.897,806.2976000000001,1
21313,114.84,6,18.787,11.015,16.647,16.334,13.604,18.803,11.795,16.4778,18.793,13.325,15.55,17.063,15.606,14.781,527.918,0
21314,61.83,1,17.241,13.61,16.73,16.924,10.175,17.263,10.729,15.35,17.804,10.91,14.734,16.299,14.852,15.254,597.526,0
21315,107.99,11,18.168,13.253,17.876,17.437,13.242,17.431,9.573,14.001,18.996,12.06,15.086,15.86,14.028,16.841,731.2582,0
21316,88.93,7,16.176,11.97,17.942,18.096,9.67,18.051,12.896,17.096,19.924400000000002,8.57,16.567,18.773,14.246,14.032,772.98,0
21317,117.61,4,18.395,11.616,18.961,16.574,14.773,20.003,12.465,15.773,17.6676,13.456,16.573,14.686,14.943,16.634,836.229,1
21318,155.47,10,18.34,12.246,16.435,16.981,10.741,17.509,11.068,19.174,19.294,11.4368,14.777,14.794,14.961,15.303,525.639,1
21319,136.04,8,16.13,11.7948,16.956,16.793,12.422,19.56,10.695,15.858,19.915,14.705,15.506,15.242,15.625,14.928,650.272,0
21320,146.87,1,17.771,12.249,17.004,18.131,12.637,20.341,11.145,15.116,19.889,11.41,14.223,17.157,14.563,17.162,862.105,0
21321,172.02,8,16.772,12.584,16.844,17.938,12.421,17.587,12.325,17.29,21.718,12.245,15.128,17.304,16.23,17.945,511.508,0
21322,201.81,4,17.102,11.58,16.955,17.154,12.467,17.472,10.47,15.803,19.993,10.823,16.119,13.42,15.676,16.779,520.605,0
21323,101.8,8,17.123,13.98,16.359,18.433,11.669,19.941,11.083,15.344,18.986,11.672,14.965,15.431799999999999,14.314,16.678,912.852,0
21324,136.64,7,18.083,11.195,17.698,18.027,11.654,18.026,11.318,14.075,21.943,10.069,15.173,15.404,15.502,14.752,672.489,0
21325,118.72,5,17.926,10.409,17.095,18.806,13.868,18.599,10.168,16.552,21.204,10.078,15.098,17.451,15.088,15.129,664.173,0
21326,81.7,7,16.319,11.912,16.593,17.631,12.266,19.232,11.134,14.536,21.149,10.068,15.76,15.06,16.23,16.333,640.1166,0
21327,74.09,9,17.653399999999998,12.503,17.381,16.494,11.103,18.344,10.148,16.122,19.78,11.152,16.954,15.733,16.235599999999998,18.234,609.243,0
21328,203.04,6,17.811,11.505,17.25,18.449,10.971,19.851,9.481,16.914,21.576,12.093,15.795,14.586,13.52,16.408,789.993,0
21329,126.02,10,20.114,11.473,16.979,16.796,10.55,19.925,10.802,16.368000000000002,18.0,14.008,14.52,16.995,15.335,16.486,673.991,1
21330,182.41,8,18.141,11.404,16.35,17.692,11.381,18.916,10.069,15.973,18.258,11.895,16.018,16.207,14.758,13.915,609.562,0
21331,80.12,4,17.769,11.931,17.355,16.412,10.972,18.565,11.666,16.183,21.762,12.759,14.889,15.237,14.732000000000003,16.3872,615.0,0
21332,137.08,4,16.169,12.018,18.091,19.66,10.458,18.443,12.728,14.82,17.364,14.757,13.924,15.6,14.2808,14.535,931.904,0
21333,156.69,3,18.452,11.898,16.638,15.669,9.958,18.168,10.559,16.935,18.962,16.098,14.824,13.509,14.393,12.493,456.632,1
21334,171.1,11,17.529,12.093599999999999,16.721,17.6578,12.131,19.72,10.462,12.674,18.109,12.851,15.037,17.413,14.767,17.191,778.24,0
21335,92.32,4,17.392,12.928,17.962,16.127,11.975,18.716,10.59,16.623,20.07,9.659,15.168,14.918,16.461,17.345799999999997,681.65,0
21336,158.58,6,17.294,12.511,16.959,16.835,12.994,18.671,11.289,15.728,19.964,12.3942,15.014,13.955,15.257,16.392,655.846,0
21337,87.1,9,18.297,11.659,17.763,17.115,11.52,19.4798,8.78,13.929,19.61,12.775,15.14,17.348,16.27,17.745,563.0,0
21338,109.48,7,18.626,12.494,15.398,18.396,11.421,20.223,11.664,12.723,18.541,10.605,15.936599999999999,16.461,13.935,18.608,790.808,0
21339,191.78,5,15.94,11.572,16.627,19.082,11.431,19.032,11.118,14.482,16.881,14.9,15.517,16.246,12.487,14.142,773.214,0
21340,71.8,9,17.269,10.081,17.979,18.225,12.148,18.791,12.831,17.944,19.482,13.924,14.977,17.092,15.57,16.34,727.12,0
21341,192.67,4,18.589,12.8,16.439,17.903,12.027,17.174,11.519,17.184,19.859,10.238,14.889,15.106,13.262,15.073,615.021,0
21342,168.48,7,18.723,11.457,16.549,17.6726,11.6404,18.857,10.75,14.601,18.826,11.624,15.52,17.193,16.676,16.958,531.804,0
21343,153.53,5,18.186,12.156,16.035,16.676,11.046,17.043,11.557,14.279,20.314,12.195,16.122,16.663,14.142,17.667,446.578,1
21344,222.8,8,16.918,12.92,16.911,18.806,12.655,18.606,9.663,16.661,18.808,13.067,16.836,12.438,15.1642,16.543,790.818,0
21345,84.13,6,16.814,12.316,17.388,17.057,11.197,17.624,10.946,14.577,21.608,11.232,15.615,15.892,14.681,16.015,605.401,1
21346,143.66,4,18.151,13.137,17.658,17.731,12.853,17.901,12.085,13.068,22.776,11.141,15.144,14.773,14.0368,16.745,767.038,0
21347,182.16,12,16.876,12.559,17.585,18.267,13.817,19.044,10.631,16.057,17.302,9.124,13.862,16.4934,15.025,13.806,823.818,0
21348,147.05,7,17.342,11.89,17.531,16.146,12.549,18.483200000000004,12.613,18.909,19.499,11.278,16.557,16.015,14.583,15.71,674.818,0
21349,179.69,8,18.835,11.807,16.805,16.43,12.781,19.098,11.746,15.281,19.468,10.878,15.633,18.7,15.577,16.42,612.332,0
21350,86.25,3,17.916,13.27,18.082,15.658,12.685,18.505,10.878,14.931,17.703,12.164,17.3,17.581,16.2208,14.82,663.092,0
21351,88.44,7,15.905,11.482,19.718,18.726,11.174,18.543,13.244,14.909,16.7,12.32,14.219,19.815,16.052,17.631,953.608,0
21352,83.52,0,17.576,11.342,18.261,18.323,11.548,18.933,11.22,15.725,21.236,10.474,15.253,15.8202,14.569,14.825,805.439,0
21353,216.68,4,18.142,11.657,17.571,18.036,12.473,17.815,11.33,14.145,20.614,9.946,14.178,16.732,15.432,14.121,676.134,0
21354,155.11,6,17.446,14.003,16.084,17.943,11.505,17.454,12.115,19.482,19.802,13.074,14.079,15.404,15.582,14.454,697.411,0
21355,142.25,2,17.581,9.768,16.846,17.519,11.636999999999999,17.941,10.108,14.865,20.467,11.084,15.396,15.491,15.219,15.219,462.515,0
21356,162.45,5,18.176,11.172,17.183,17.319,12.972,17.45,11.457,14.722,16.453,9.564,15.175,15.406,15.201,14.893,541.613,1
21357,77.39,6,18.378,11.086,14.159,18.144,10.999,17.722,10.425,16.467,20.966,11.655,16.087,15.652,15.025,14.556,399.154,0
21358,151.51,4,16.698,11.095,17.505,17.111,12.525,18.408,11.474,14.316,18.179,12.645,17.498,17.0218,16.239,16.2872,613.805,0
21359,194.54,2,16.602,9.602,17.368,18.399,12.592,19.2534,12.097,17.726,20.115,10.553,15.185,16.925,16.282,18.294,701.624,0
21360,106.59,9,17.892,12.074,17.461400000000005,15.133,11.616,18.454,11.985,17.745,21.164,11.399,15.519199999999998,14.725,14.016,16.2432,531.58,1
21361,234.24,2,17.15,12.454,17.907,16.969,12.785,18.421,13.653,14.341,20.484,9.55,14.65,16.578,15.781,14.367,753.606,0
21362,96.13,1,17.098,12.989,17.438,17.464,10.939,20.054,11.541,14.331,19.609,12.857,16.342,15.767,16.053,17.878,869.537,0
21363,180.56,4,18.389,11.453,17.447,19.245,10.487,18.986,12.87,17.598,19.348,12.211,17.573,15.096,15.959,15.655,866.079,0
21364,124.6,0,17.804,11.554,17.298,18.562,11.173,18.477,12.18,14.793,19.871,9.809,15.143,15.961400000000001,15.038,14.827,757.871,0
21365,121.47,10,18.583,10.418,16.93,18.082,12.679,19.316,10.966,14.991,20.349,12.667,14.597,15.372,14.801599999999999,18.86,718.72,0
21366,102.78,5,19.064,10.654,16.885,17.739,10.734,21.221,11.587,14.705,18.422,10.899,14.873,15.194,12.696,17.213,803.951,0
21367,170.04,6,18.709,10.677,17.145,18.313,12.103,16.312,10.34,14.895,20.375,9.8,14.902,14.231,14.542,16.501,481.486,0
21368,133.74,5,15.111,12.529,17.653,17.344,12.402,18.613,12.561,15.915,20.871,12.125,15.3,14.004,13.481,16.205,762.103,1
21369,101.37,4,16.001,12.146,18.964,16.515,10.903,19.2228,12.32,16.444,17.667,9.603,15.7178,15.238,14.565,16.296,646.03,0
21370,102.06,1,15.988,11.981,16.326,16.291,10.993,19.041,11.016,15.767,18.857,8.623,15.384,14.532,15.142,15.608,561.631,0
21371,113.31,3,19.387,11.262,18.411,16.801,12.214,18.801,10.078,12.604,17.095,12.534,16.5,17.844,15.932,16.338,707.6890000000001,0
21372,107.73,11,17.506,12.447,17.615,18.359,12.437,18.521,11.493,18.119,18.853,8.865,16.551,15.804,13.24,16.549599999999998,805.736,0
21373,76.98,3,16.485,14.137,16.516,18.297,10.917,18.794,11.21,14.088,20.574,14.401,17.338,15.487,16.856,18.187,840.383,0
21374,146.23,2,17.516,10.255,18.038,17.547,11.025,20.745,10.867,16.164,18.178,9.361,16.926,14.284,16.649,15.142,793.46,0
21375,129.32,3,17.052,11.994,19.461,18.003,10.687,20.707,11.141,14.551,17.78,11.277,16.949,15.633,13.687,16.401,1028.482,0
21376,112.31,6,18.047,13.375,16.187,16.074,12.036,18.543,11.624,17.68,20.238,10.968,15.633799999999999,15.084,16.138,18.521,592.755,0
